track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,key,release_date
Problem,"ALVARO DIAZ, RAUW ALEJANDRO",2,1517,0,209768491,42,7,15,0,4,D,2021-10-22
Prohibidox,FEID,1,1473,12,185392587,25,36,25,1,0,C#,2022-09-13
PROVENZA,"KAROL G",1,6587,34,885093467,114,104,147,11,20,C#,2022-04-21
"psychofreak (feat WILLOW)","CAMILA CABELLO, WILLOW",2,918,0,75476209,24,0,52,0,0,G,2022-04-07
"PUFFIN ON ZOOTIEZ",FUTURE,1,2350,0,254218729,28,42,23,0,0,G#,2022-04-29
"PUNTO 40","BABY RASTA, RAUW ALEJANDRO",2,3006,12,304079786,54,32,66,2,0,NULL,2022-09-22
"Punto G",QUEVEDO,1,1985,35,381161027,34,26,37,5,1,B,2022-11-04
"Purple Hearts","KENDRICK LAMAR, GHOSTFACE KILLAH, SUMMER WALKER",3,2308,0,76831876,7,0,7,0,0,D#,2022-05-13
"pushin P (feat Young Thug)","YOUNG THUG, FUTURE, GUNNA",3,3517,0,311395144,54,28,43,0,0,C#,2022-01-07
"Pussy  Millions (feat Travis Scott)","DRAKE, TRAVIS SCOTT, 21 SAVAGE",3,1930,0,191333656,24,8,17,0,1,E,2022-11-04
"Que Vuelvas","CARIN LEON, GRUPO FRONTERA",2,763,26,2762,21,110,21,9,71,A#,2022-12-09
Queencard,GIDLE,1,451,33,96273746,10,126,7,0,148,E,2023-05-15
QUEMA,"SOG, RYAN CASTRO, PESO PLUMA",3,437,31,11599388,17,29,26,3,208,NULL,2023-07-13
Question?,"TAYLOR SWIFT",1,1608,0,223064273,10,3,12,0,0,G,2022-10-21
"Quevedo Bzrp Music Sessions Vol 52","BIZARRAP, QUEVEDO",2,8506,45,1356565093,94,65,164,14,176,D,2022-07-06
"Qu Ago","YURIDIA, ANGELA AGUILAR",2,660,15,236857112,19,59,18,5,52,B,2022-10-20
"Qu M","J BALVIN, MARIA BECERRA",2,8087,0,720825549,92,34,131,0,0,G#,2021-01-28
Radio,"LANA DEL REY",1,9389,46,284819874,24,122,282,3,368,D,2011-01-01
"Raindrops (Insane) with Travis Scott","TRAVIS SCOTT, METRO BOOMIN",2,880,0,110649992,3,7,10,0,0,G#,2022-12-02
RAPSTAR,"POLO G",1,4731,0,797402345,141,12,78,0,0,F#,2021-04-09
"Rara Vez","TAIU, MILO J",2,893,38,248088961,19,23,24,3,88,F,2023-02-08
"Rauw Alejandro Bzrp Music Sessions Vol 56","RAUW ALEJANDRO, BIZARRAP",2,871,32,66902503,25,59,32,5,88,B,2023-06-21
"Red Ruby Da Sleeze","NICKI MINAJ",1,1168,0,81419389,45,11,20,0,21,C#,2023-03-03
Reminder,"THE WEEKND",1,6518,17,684675814,45,85,238,1,47,G#,2016-11-25
"REMIX EXCLUSIVO",FEID,1,1235,9,117206995,20,8,15,0,6,F,2023-03-17
"Residente Bzrp Music Sessions Vol 49","RESIDENTE, BIZARRAP",2,461,0,94616487,7,11,13,0,0,C#,2022-03-03
Revenge,XXXTENTACION,1,3600,11,1022258230,7,0,203,0,2,B,2017-08-25
"Rich  Interlude","KENDRICK LAMAR",1,1103,0,41210087,0,0,0,0,0,G,2022-05-13
"Rich Flex","DRAKE, 21 SAVAGE",2,4657,18,573633020,84,84,42,0,23,B,2022-11-04
"Rich Spirit","KENDRICK LAMAR",1,3486,0,173702135,20,10,33,0,0,A#,2022-05-13
"Right On","LIL BABY",1,1116,0,101780047,31,9,15,0,1,D,2022-04-08
"Romantic Homicide",D4VD,1,2335,23,681583126,82,55,50,0,9,F#,2022-07-20
"Rosa Pastel","JASIEL NUEZ, PESO P",2,200,4,90025258,8,77,2,1,1,G,2023-02-02
RUMBAT,"DADDY YANKEE",1,1264,0,157990698,20,4,52,0,1,D#,2022-03-25
Rumble,"SKRILLEX, FLOWDAN, FRED AGAIN",3,2849,0,78489819,39,45,27,0,1,C#,2022-01-17
"Run BTS",BTS,1,736,0,330881149,5,132,17,0,3,G#,2022-06-10
"Run Rudolph Run  Single Version","CHUCK BERRY",1,8612,0,245350949,120,30,52,0,1,G,1958-01-01
"Running Up That Hill (A Deal With God)","KATE BUSH",1,21811,0,1024858327,117,1,676,3,0,A#,1985-09-16
Rush,"TROYE SIVAN",1,864,78,22581161,71,135,50,1,294,F,2023-07-13
SClass,"STRAY KIDS",1,290,19,65496046,9,101,5,0,73,F,2023-06-02
S91,"KAROL G",1,525,41,16011326,34,115,39,6,216,NULL,2023-07-14
"SABOR FRESA","FUERZA REGIDA",1,250,26,78300654,16,149,10,5,168,G,2023-06-22
"Sad Girlz Luv Money Remix (feat Kali Uchis)","KALI UCHIS, AMAARAE, MOLIY",3,3643,0,354065229,69,3,70,0,3,C#,2021-09-16
"Salimo de Noche","TRUENO, TIAGO PZK",2,1057,0,261414174,17,5,21,0,0,D,2021-10-21
"San Lucas","KEVIN KAARL",1,407,1,244891912,5,0,5,0,0,G,2019-11-07
Satellite,"HARRY STYLES",1,3291,5,311482393,43,28,79,0,208,NULL,2022-05-20
"Save Your Tears","THE WEEKND",1,12688,13,1591223784,197,115,112,0,200,NULL,2020-03-20
"Save Your Tears (with Ariana Grande) (Remix)","ARIANA GRANDE, THE WEEKND",2,9161,5,1221813483,240,98,468,3,10,NULL,2020-03-20
Savior,"KENDRICK LAMAR, SAM DEW, BABY KEEM",3,2291,0,86176890,9,0,8,0,0,G#,2022-05-13
"Savior  Interlude","KENDRICK LAMAR",1,1194,0,37091576,0,0,3,0,0,F,2022-05-13
"Say Yes To Heaven","LANA DEL REY",1,2000,46,127567540,49,105,63,1,0,F#,2023-03-17
"Se Le Ve","ARCANGEL, DE LA GHETTO, JUSTIN QUILES, LENNY TAVREZ, SECH, DALEX, DIMELO FLOW, RICH MUSIC",8,1560,0,223319934,72,0,0,0,0,G,2021-08-12
"Search  Rescue",DRAKE,1,2066,6,175097833,58,70,43,0,182,A#,2023-04-07
"See You Again","TYLER, THE CREATOR, KALI UCHIS",3,13387,64,1047101291,77,58,247,1,311,F#,2017-07-21
"Seek  Destroy",SZA,1,1007,0,98709329,5,31,1,0,0,C#,2022-12-09
"Self Love (SpiderMan Across the SpiderVerse) (Metro Boomin  Coi Leray)","METRO BOOMIN, COI LERAY",2,332,5,70106975,18,41,5,0,19,A,2023-06-02
Selfish,"PNB ROCK",1,2468,0,380319238,15,0,0,0,0,C#,2016-06-23
"Sem Aliana no","MC XENON, OS GEMEOS DA PUTARIA",2,454,4,93587665,6,1,21,0,1,C#,2022-12-23
"sentaDONA (Remix) s2","LUSA SONZA, MC FROG, DJ GABRIEL DO BOREL, DAVI K",4,870,0,176290831,32,0,49,0,0,D#,2022-03-17
"Set Me Free Pt2",JIMIN,1,340,13,168448603,4,71,16,1,9,NULL,2023-03-17
"Seu Brilho Sumiu  Ao Vivo","ISRAEL  RODOLFFO, MARI FERNANDEZ",2,967,5,138517666,7,29,51,1,29,F#,2023-03-01
"Seven (feat Latto) (Explicit Ver)","LATTO, JUNG KOOK",2,553,147,141381703,43,263,45,10,826,B,2023-07-14
"Sex Drugs Etc","BEACH WEATHER",1,3006,16,480507035,47,60,87,12,124,E,2016-11-04
"Shakira Bzrp Music Sessions Vol 53","SHAKIRA, BIZARRAP",2,5724,44,721975598,119,108,254,29,22,D,2023-01-11
"shes all i wanna be","TATE MCRAE",1,2711,0,343197054,105,12,51,0,12,D,2022-02-04
Shirt,SZA,1,3469,0,309653982,71,95,31,0,2,D#,2022-10-28
"Shoong (feat LISA of BLACKPINK)","TAEYANG, LISA",2,351,9,76910644,16,90,10,0,64,B,2023-04-25
"Shorty Party","CARTEL DE SANTA, LA KELLY",2,432,12,162887075,8,14,12,2,33,D,2023-03-04
"Shut Down",BLACKPINK,1,1524,17,482175240,53,120,62,0,2,NULL,2022-09-16
"Shut up My Moms Calling","HOTEL UGLY",1,1788,14,405136812,1,50,19,0,19,A,2020-02-10
"Shut up My Moms Calling  (Sped Up)","HOTEL UGLY",1,713,7,181831132,2,4,6,0,0,F,2022-09-14
"Si Quieren Frontear","DE LA GHETTO, DUKI, QUEVEDO",3,859,0,178512385,14,0,11,0,0,A#,2022-03-31
"Si Te La Encuentras Por Ah",FEID,1,1379,4,179061440,23,10,18,0,0,G#,2022-08-05
S,"ANUEL AA, MYKE TOWERS, JHAY CORTEZ",3,903,0,177129919,30,26,15,0,0,F#,2021-11-18
Sial,MAHALINI,1,134,4,166570053,4,6,0,0,23,D,2023-01-23
"Siempre Pendientes","PESO PLUMA, LUIS R CONRIQUEZ",2,685,5,295152154,15,79,4,2,0,NULL,2022-08-15
Sigue,"ED SHEERAN, J BALVIN",2,1370,0,106933107,46,8,60,0,0,G,1996-11-24
"Silent Hill","KENDRICK LAMAR, KODAK BLACK",2,3028,0,123216717,22,0,23,0,0,C#,2022-05-13
"Sin Se","OVY ON THE DRUMS, QUEVEDO",2,1097,2,209106362,18,10,13,1,1,B,2022-07-22
Sky,"PLAYBOI CARTI",1,3297,3,506778838,25,3,52,0,1,D,2020-12-25
"Sleigh Ride","THE RONETTES",1,10114,0,404664135,114,74,262,0,0,D,1963-11-22
SloMo,CHANEL,1,1211,0,65719930,31,0,19,0,2,C#,2021-12-24
"SLOW DANCING IN THE DARK",JOJI,1,10211,0,1122364376,38,79,65,0,1,D#,2018-09-12
"Slut Me Out","NLE CHOPPA",1,816,4,190490915,21,4,13,0,4,F#,2022-04-22
"Smokin Out The Window","BRUNO MARS, ANDERSON PAAK, SILK SONIC",3,4963,0,383550148,63,40,76,0,0,D,2021-11-05
"Smoking on my Ex Pack",SZA,1,811,0,57144458,6,11,3,0,0,G#,2022-12-09
SNAP,"ROSA LINN",1,3202,18,726307468,148,80,226,24,0,NULL,2022-03-19
Snooze,SZA,1,2839,25,399686758,58,156,42,1,236,F,2022-12-09
"Snow On The Beach (feat Lana Del Rey)","TAYLOR SWIFT, LANA DEL REY",2,2415,0,323437194,33,57,30,0,11,A,2022-10-21
"Snow On The Beach (feat More Lana Del Rey)","LANA DEL REY, TAYLOR SWIFT",2,359,2,60350538,1,0,9,0,0,F#,2023-05-26
"So Good",HALSEY,1,1057,0,91781263,51,14,19,0,0,D#,2022-06-09
Sobrio,MALUMA,1,3506,10,513643924,103,76,100,1,1,F,2021-07-08
Softcore,"THE NEIGHBOURHOOD",1,3947,12,599770206,33,102,93,0,30,D,2018-03-09
"Something in the Orange","ZACH BRYAN",1,3282,12,449701773,67,84,46,16,117,G,2022-04-22
"SORRY NOT SORRY","TYLER, THE CREATOR",2,709,0,58473276,8,1,13,0,0,F#,2023-03-31
SOS,SZA,1,827,0,73981293,6,18,1,0,0,G,2022-12-09
"Soy El Unico","YAHRITZA Y SU ESENCIA",1,226,0,126443991,5,0,4,0,1,E,2022-03-25
"SPACE MAN","SAM RYDER",1,1329,0,54682594,42,51,32,0,0,B,2022-02-22
Sparks,COLDPLAY,1,10826,4,624101957,24,0,805,0,0,C#,2000-07-10
Special,SZA,1,906,0,88092256,6,21,3,0,0,NULL,2022-12-09
"Spin Bout U","DRAKE, 21 SAVAGE",2,1652,2,198365537,26,52,10,0,95,G,2022-11-04
"SPIT IN MY FACE",THXSOMCH,1,629,14,303216294,32,3,9,0,0,G#,2022-10-31
Sprinter,"DAVE, CENTRAL CEE",2,2186,91,183706234,67,213,88,17,946,C#,2023-06-01
"Stand By Me (feat Morgan Wallen)","LIL DURK, MORGAN WALLEN",2,381,5,46065667,23,82,6,0,113,B,2023-05-26
"STAR WALKIN (League of Legends Worlds Anthem)","LIL NAS X",1,2616,0,332506354,113,17,208,0,192,D,2022-09-22
"Stargirl Interlude","THE WEEKND, LANA DEL REY",2,1275,32,611700552,13,8,5,0,1,F,2016-11-24
Starlight,DAVE,1,1856,3,229473310,29,40,31,1,1,G,2022-03-03
"Starry Eyes","THE WEEKND",1,1014,0,74601456,1,17,11,0,0,A,2022-01-07
Static,"STEVE LACY",1,1613,0,202452860,21,15,13,0,0,C#,2022-07-15
"Stay Alive (Prod SUGA of BTS)","JUNG KOOK",1,590,5,246376690,4,113,20,0,1,D,2022-02-11
"Stay With Me (with Justin Timberlake Halsey  Pharrell)","CALVIN HARRIS, HALSEY, PHARRELL WILLIAMS, JUSTIN TIMBERLAKE",4,3113,0,123473120,54,6,124,1,0,A,2022-07-15
"STAYING ALIVE (feat Drake  Lil Baby)","DRAKE, DJ KHALED, LIL BABY",3,2107,0,170732845,51,1,50,0,0,E,2022-08-05
"Stefania (Kalush Orchestra)",KALUSH,1,555,0,53729194,10,4,4,0,0,D,2022-03-10
Sticky,DRAKE,1,2814,0,191448892,38,105,25,0,2,A#,2022-06-17
"Still Dont Know My Name",LABRINTH,1,6332,0,563902868,47,116,266,0,0,F,2019-10-04
"Still Life",BIGBANG,1,181,0,53909146,16,14,7,0,0,G#,2022-04-05
"Still With You","JUNG KOOK",1,31,39,38411956,2,107,8,0,0,C#,2020-06-05
Streets,"DOJA CAT",1,5728,0,865640097,85,87,179,0,12,B,2019-11-07
Style,"TAYLOR SWIFT",1,7830,42,786181836,94,111,151,4,82,D,2014-01-01
"Sugar Rush Ride","TOMORROW X TOGETHER",1,359,0,107642809,12,56,13,0,13,A#,2023-01-27
Sunroof,"NICKY YOURE, DAZY",2,3741,17,652704649,156,35,110,19,0,A#,2021-12-03
Super,SEVENTEEN,1,271,12,91221625,16,103,9,0,55,G#,2023-04-24
"Super Freaky Girl","NICKI MINAJ",1,4827,0,428685680,104,17,76,9,2,D,2022-08-12
"Super Gremlin","KODAK BLACK",1,2551,0,342779426,52,15,35,0,1,D,2021-10-30
"Super Shy",NEWJEANS,1,422,55,58255150,37,202,21,5,168,F,2023-07-07
"Superhero (Heroes  Villains) with Future  Chris Brown","FUTURE, CHRIS BROWN, METRO BOOMIN",3,2959,16,401036314,41,69,38,0,36,F,2022-12-02
SUPERMODEL,MNE,1,2265,0,231657891,93,12,173,11,3,G,2022-05-13
"Sure Thing",MIGUEL,1,13801,19,950906471,137,125,435,6,285,B,2010-05-25
"Surface Pressure","JESSICA DARROW",1,1756,0,267758538,38,48,20,0,0,D,2021-11-19
"Sweet Nothing","TAYLOR SWIFT",1,1747,0,186104310,9,6,13,0,2,NULL,2022-10-21
"Sweetest Pie","DUA LIPA, MEGAN THEE STALLION",2,3501,0,299634472,69,2,51,11,0,G,2022-03-11
Swim,"CHASE ATLANTIC",1,2742,0,498960285,5,1,62,0,0,G#,2017-10-04
"Tacones Rojos","SEBASTIAN YATRA",1,3047,9,510876816,77,31,85,5,28,B,2021-10-22
"Tak Ingin Usai","KEISYA LEVRONKA",1,220,4,184807630,16,5,0,0,6,NULL,2022-05-13
"Tak Segampang Itu","ANGGI MARITO",1,213,6,179659294,7,6,0,0,48,F,2022-12-02
"Take My Breath","THE WEEKND",1,2597,0,130655803,17,80,38,0,0,A#,2021-08-06
"Take Two",BTS,1,674,47,118482347,20,106,25,4,78,G,2023-06-09
Talk,YEAT,1,920,0,148461629,10,1,8,0,0,E,2022-09-02
"Talk that Talk",TWICE,1,615,0,189476119,14,77,15,1,2,D#,2022-08-26
"Talking To The Moon","BRUNO MARS",1,7109,2,1062956628,5,0,862,0,0,C#,2010-10-04
Tarot,"BAD BUNNY, JHAY CORTEZ",2,2482,20,608228647,27,77,22,2,0,B,2022-05-06
Tattoo,LOREEN,1,2988,59,201660859,74,102,145,18,925,D#,2023-02-25
"Te Felicito","SHAKIRA, RAUW ALEJANDRO",2,4796,9,606361689,124,66,212,13,1,F,2022-04-21
"Tere Vaaste (From Zara Hatke Zara Bachke)","SACHINJIGAR, SHADAB FARIDI, ALTAMASH FARIDI, AMITABH BHATTACHARYA, VARUN JAIN",5,182,8,54225632,3,88,1,0,52,G,2023-05-22
"That That (prod  feat SUGA of BTS)","PSY, SUGA",2,802,0,212109195,16,81,23,0,0,E,2022-04-29
"Thats Hilarious","CHARLIE PUTH",1,686,2,146363130,11,6,12,0,15,F#,2022-04-08
"THATS WHAT I WANT","LIL NAS X",1,7963,0,920797189,173,7,298,0,4,C#,2021-09-17
"The Astronaut",JIN,1,481,9,203436468,10,100,15,1,27,F,2022-10-28
"The Business",TI,1,14311,0,1062345656,255,32,582,0,14,G#,2020-01-01
"The Christmas Song (Merry Christmas To You)  Remastered 1999","NAT KING COLE",1,11500,0,389771964,140,72,251,0,0,C#,1946-11-01
"The Color Violet","TORY LANEZ",1,2585,32,415932686,3,79,21,1,54,F#,2021-12-10
"The Family Madrigal","OLGA MEREDIZ, STEPHANIE BEATRIZ, ENCANTO  CAST",3,1150,0,184937148,20,38,12,0,0,C#,2021-11-19
"The Feels",TWICE,1,1150,0,345903614,20,99,44,0,2,A,2021-10-01
"The Great War","TAYLOR SWIFT",1,1274,0,181382590,1,6,11,0,0,F,2022-10-21
"The Heart Part 5","KENDRICK LAMAR",1,2939,0,71423324,29,0,30,0,0,G#,2022-05-08
"The Joker And The Queen (feat Taylor Swift)","ED SHEERAN, TAYLOR SWIFT",2,1430,0,146789379,46,1,34,0,0,NULL,2022-02-11
"THE LONELIEST",MNE,1,1585,5,225093344,78,65,328,1,198,D,2022-10-07
"The Motto","TISTO, AVA",2,9151,6,656013912,240,107,268,0,5,G,2021-11-04
"The Night We Met","LORD HURON",1,18515,35,1410088830,70,82,939,1,162,D,2015-02-02
"The Rumbling (TV Size)",SIM,1,254,0,71014967,0,4,23,0,0,G#,2022-01-10
"THE SHADE","REX ORANGE COUNTY",1,1189,6,244928911,17,10,16,0,4,F,2022-03-11
"Thinking with My Dick","KEVIN GATES, JUICY J",2,1550,0,109091573,0,0,14,0,0,NULL,2013-07-16
"Thinkin B","MORGAN WALLEN",1,604,6,125917280,22,101,0,0,66,D#,2023-03-03
"this is what falling in love feels like",JVKE,1,2005,0,346127840,16,5,43,0,7,B,2021-09-03
"This Love (Taylors Version)","TAYLOR SWIFT",1,1492,0,132171975,26,2,15,0,2,E,2022-05-06
"Those Eyes","NEW WEST",1,1507,14,411747614,24,71,44,1,195,E,2019-05-10
"thought i was playing","21 SAVAGE, GUNNA",2,807,0,60680939,3,0,5,0,0,C#,2022-01-07
"Thought You Should Know","MORGAN WALLEN",1,968,4,203221468,16,53,1,0,61,F#,2022-05-06
"Thousand Miles","THE KID LAROI",1,2050,0,244741137,52,9,46,0,1,G,2022-04-22
Thunder,"PREZIOSO, GABRY PONTE, LUMX",3,4846,10,422691058,54,16,259,0,13,C#,2021-05-07
T,"DENNIS, MC KEVIN O CHRIS",2,731,15,111947664,27,17,73,4,167,B,2023-05-04
"Tiago PZK Bzrp Music Sessions Vol 48","BIZARRAP, TIAGO PZK",2,1678,12,374191487,20,4,15,1,3,C#,2021-12-29
"Titi Me Pregunt","BAD BUNNY",1,9037,42,1264310836,124,133,139,14,166,F,2022-05-06
"TO THE MOON","JNR CHOI",1,2979,0,245095641,44,0,159,0,0,D,2021-11-05
"Todo De Ti","RAUW ALEJANDRO",1,11975,8,1168642797,188,75,268,6,16,D#,2020-11-02
"Toms Diner","ANNENMAYKANTEREIT, GIANT ROOKS",2,2605,0,236872197,15,48,50,0,3,F#,2019-06-28
"Too Late",SZA,1,714,0,49262961,0,9,2,0,0,B,2022-12-08
"Too Many Nights (feat Don Toliver  with Future)","FUTURE, METRO BOOMIN, DON TOLIVER",3,2110,58,286400165,17,119,19,2,266,G,2022-12-02
"Tormenta (feat Bad Bunny)","GORILLAZ, BAD BUNNY",2,1529,0,149778242,32,18,39,2,0,NULL,2023-02-24
TQG,"KAROL G, SHAKIRA",2,4284,49,618990393,115,123,184,18,354,E,2023-02-23
TQM,"FUERZA REGIDA",1,584,28,176553476,16,159,15,6,100,F,2023-05-19
"Trance (with Travis Scott  Young Thug)","TRAVIS SCOTT, YOUNG THUG, METRO BOOMIN",3,1682,46,276259178,24,90,30,1,176,C#,2022-12-02
"True Love","KANYE WEST, XXXTENTACION",2,2129,0,194902696,23,1,44,1,0,F,2022-05-27
TRUSTFALL,PNK,1,2098,16,134255790,88,24,101,7,451,G#,2023-01-27
"Tubaro Te","DJ LK DA ESCCIA, TCHAKABUM, MC JHENNY, M",4,1003,0,116144341,21,0,44,0,0,E,2022-09-28
TULUM,"PESO PLUMA, GRUPO FRONTERA",2,266,34,52294266,20,185,13,8,197,F#,2023-06-28
"TUS LGR","SECH, MORA",2,1308,2,184622518,23,16,9,0,5,C#,2022-04-01
TV,"BILLIE EILISH",1,3009,2,338564981,68,89,65,0,25,E,2022-07-21
"Typa Girl",BLACKPINK,1,452,10,235549288,2,129,13,0,1,G,2022-09-16
"ULTRA SOLO","POLIMA WESTCOAST, PAILITA",2,1367,0,307752576,48,4,34,1,0,C#,2022-02-14
"ULTRA SOLO REMIX","DE LA GHETTO, FEID, POLIMA WESTCOAST, PALOMA MAMI, PAILITA",5,2341,0,279717388,37,2,38,2,0,C#,2022-06-16
"Un Coco","BAD BUNNY",1,1029,28,403231558,5,28,9,0,0,B,2022-05-06
"Un Finde  CROSSOVER 2","BIG ONE, FMK, KE PERSONAJES",3,561,14,142095275,4,14,12,5,56,B,2023-04-04
"Un Ratito","BAD BUNNY",1,1112,6,417230415,7,30,13,1,1,NULL,2022-05-06
"Un Verano Sin Ti","BAD BUNNY",1,1004,1,283332261,8,12,9,0,0,F,2022-05-06
"un x100to","BAD BUNNY, GRUPO FRONTERA",2,2876,40,505671438,41,205,54,12,251,F#,2023-04-17
"Una Noche en Medell","CRIS MJ",1,5415,32,682475162,46,16,53,1,2,A#,2022-01-21
"Underneath the Tree","KELLY CLARKSON",1,6596,0,485285717,144,99,251,0,0,G#,2013-10-25
"UNFORGIVEN (feat Nile Rodgers)","NILE RODGERS, LE SSERAFIM",2,327,13,92035115,14,110,9,0,49,E,2023-05-01
"Unholy (feat Kim Petras)","SAM SMITH, KIM PETRAS",2,8576,42,1230675890,216,108,331,26,154,D,2022-09-22
"United In Grief","KENDRICK LAMAR",1,2575,0,156898322,4,5,12,0,51,G#,2022-05-13
"Until I Found You","STEPHEN SANCHEZ",1,4427,4,726434358,69,100,154,20,438,A#,2021-09-01
"Until I Found You (with Em Beihold)  Em Beihold Version","EM BEIHOLD, STEPHEN SANCHEZ",2,2790,30,600976848,60,96,71,0,115,A#,2022-04-22
"Used (feat Don Toliver)","SZA, DON TOLIVER",2,1042,0,94005786,7,29,3,0,0,A#,2022-12-08
VAGABUNDO,"SEBASTIAN YATRA, MANUEL TURIZO, BE",3,1094,34,90839753,40,58,47,8,203,B,2023-05-12
"Vai L Em Casa","MARLIA MENDONA, GEORGE HENRIQUE",2,772,0,263894529,7,3,89,0,0,G#,2021-10-22
vampire,"OLIVIA RODRIGO",1,1397,113,140003974,94,207,91,14,949,F,2023-06-30
Vampiro,"MATU, WIU,",3,540,4,187772591,26,3,39,0,0,G#,2022-01-30
"Vegas (From the Original Motion Picture Soundtrack ELVIS)","DOJA CAT",1,4576,0,448500832,79,13,93,0,17,G#,2022-05-06
"VIBE (feat Jimin of BTS)","TAEYANG, JIMIN",2,415,2,152850295,15,40,21,1,15,NULL,2023-01-13
"Vigilante Shit","TAYLOR SWIFT",1,1948,0,253650850,12,9,16,0,0,E,2022-10-21
"Villano Antillano Bzrp Music Sessions Vol 51","BIZARRAP, VILLANO ANTILLANO",2,1401,0,248511839,26,16,17,0,1,C#,2022-06-08
"Vista Al Mar",QUEVEDO,1,1769,34,362361576,16,19,21,3,4,NULL,2022-09-08
VOID,"MELANIE MARTINEZ",1,596,0,67070410,29,9,12,0,52,A,2023-03-29
"Volando  Remix","SECH, BAD BUNNY, MORA",3,3272,19,610045621,101,34,70,1,2,F#,2021-07-08
Volv,"AVENTURA, BAD BUNNY",2,5375,10,673801126,138,24,133,0,1,C#,2021-08-03
"Wait a Minute",WILLOW,1,11985,0,924193303,79,80,250,3,10,D#,2015-01-11
"WAIT FOR U (feat Drake  Tems)","DRAKE, FUTURE, TEMS",3,5491,14,556585270,128,84,75,0,35,C#,2022-04-27
WANDA,QUEVEDO,1,888,22,175399345,11,24,7,1,7,E,2023-01-20
"Watch This  ARIZONATEARS Pluggnb Remix","SPED UP NIGHTCORE, ARIZONATEARS, LIL UZI VERT",3,1638,10,207033255,0,0,21,0,0,B,2023-02-05
"Way 2 Sexy (with Future  Young Thug)","DRAKE, FUTURE, YOUNG THUG",3,5481,0,489945871,144,30,86,0,0,B,2021-09-03
"We Cry Together","KENDRICK LAMAR, TAYLOUR PAIGE",2,1635,0,68895644,4,1,6,0,0,B,2022-05-13
"we fell in love in october","GIRL IN RED",1,6858,0,723043854,31,21,15,0,4,G,2018-11-21
"What Else Can I Do?","STEPHANIE BEATRIZ, DIANE GUERRERO",2,802,0,154797871,13,27,8,0,0,E,2021-11-19
"What It Is (Solo Version)",DOECHII,1,804,25,95131998,29,76,24,0,162,C#,2023-03-17
"When I RIP",LABRINTH,1,2578,0,203680270,8,67,66,0,0,G#,2019-10-04
"When I Was Your Man","BRUNO MARS",1,2420,11,1661187319,0,0,806,0,0,NULL,2012-12-05
"When Im Gone (with Katy","KATY PERRY, ALESSO",2,3270,0,226897599,89,21,65,0,0,NULL,2021-12-29
"When Youre Gone","SHAWN MENDES",1,2092,0,255120451,75,11,44,0,14,F,2022-03-31
"Where Are You Now","LOST FREQUENCIES, CALUM SCOTT",2,10565,44,972509632,238,122,557,17,58,F#,2021-07-30
"Where Did You Go?","MNEK, JAX JONES",2,4531,0,300983101,135,74,119,1,18,A#,2022-01-26
"WHERE SHE GOES","BAD BUNNY",1,3133,50,303236322,84,133,87,15,425,A,2023-05-18
"White Christmas","BING CROSBY, JOHN SCOTT TROTTER  HIS ORCHESTRA, KEN DARBY SINGERS",3,11940,0,395591396,73,79,123,0,0,A,1942-01-01
"Wild Flower (with youjeen)",RM,1,353,2,135611421,2,74,14,0,2,G#,2022-12-02
"With you","HA SUNG WOON, JIMIN",2,343,2,240580042,4,35,11,1,1,D#,2022-04-24
"Wonderful Christmastime  Edited Version  Remastered 2011","PAUL MCCARTNEY",1,1685,0,403939487,1,0,29,0,0,B,1979-11-16
"Worldwide Steppers","KENDRICK LAMAR",1,1480,0,61739839,1,0,5,0,0,A#,2022-05-13
"Worst Day",FUTURE,1,910,0,50746620,20,3,24,0,0,C#,2022-02-11
"WORTH NOTHING","TWISTED, OLIVER TREE",2,1612,0,213438580,34,54,34,0,2,D,2022-09-28
"Wouldve Couldve Shouldve","TAYLOR SWIFT",1,1715,0,177503916,4,5,8,0,0,G,2022-10-21
"X LTIMA","DADDY YANKEE, BAD BUNNY",2,2697,1,349746291,55,3,32,0,0,G,2022-03-25
"X SI VOLVEMOS","KAROL G, ROMEO SANTOS",2,2127,33,266624541,45,80,53,8,4,C#,2023-02-02
"XQ Te Pones As","YANDEL, FEID",2,308,0,47093942,6,1,6,0,0,A#,2022-09-13
"Ya No Somos Ni Seremos","CHRISTIAN NODAL",1,866,16,319757142,27,84,32,7,11,G,2022-02-18
"Yandel 150","YANDEL, FEID",2,3618,38,585695368,47,74,80,14,194,F#,2022-12-20
"Yet To Come",BTS,1,829,0,302006641,32,110,26,0,0,C#,2022-06-10
"Yo No Soy Celoso","BAD BUNNY",1,1179,0,313113297,7,21,11,0,0,NULL,2022-05-06
"Yo Voy (feat Daddy Yankee)","ZION  LENNOX",1,2954,2,527033089,18,82,0,0,5,A#,2004-05-04
Yonaguni,"BAD BUNNY",1,9644,28,1260594497,120,86,164,4,0,C#,2021-06-04
"You Belong With Me (Taylors Version)","TAYLOR SWIFT",1,2619,12,350381515,47,90,1,0,7,F#,2021-04-09
"you broke me first","TATE MCRAE",1,6638,0,1180094974,167,19,318,0,1,E,2020-04-17
